request,type
When is there a sale on bubble tea?,query_events
Do I have anything scheduled for Monday?,query_events
What am I doing today,query_events
When am I getting Lauren her gift?,query_events
Do I have anything scheduled for tomorrow?,query_events
What time does my meeting start?,query_events
what are my events next week,query_events
Is Friday empty?,query_events
Do I have any meeting this week?,query_events
How many events are happening tomorrow?,query_events
What time is my next event?,query_events
Do I have time next Friday?,query_events
Where is my meeting tomorrow afternoon?,query_events
What time am i supposed to meet up with kajal,query_events
Do I have anything scheduled for the 21st of October?,query_events
Am I free at 7 pm on Thursday?,query_events
Am i busy tomorrow?,query_events
When is my meeting with Tony Stark?,query_events
Any events happening rest of the day,query_events
When is my dentist appointment?,query_events
When is my meeting,query_events
Events today,query_events
when is the conf call with John?,query_events
Can you let me know what I have going on tomorrow,query_events
What time do i arrive home,query_events
What am I doing today?,query_events
What am I doing tomorrow?,query_events
Do I have anything at 3 today?,query_events
Am I free on wednesday?,query_events
When is the reunion?,query_events
When is my meeting for tomorrow,query_events
Do I have any meetings on Tuesday?,query_events
Who am I meeting today?,query_events
am i free at 5 on tuesday,query_events
When is lunch?,query_events
What exams do I have next week?,query_events
is this week going to be busy?,query_events
When is Joe's birthday?,query_events
What do I have tomorrow?,query_events
How many events tomorrow?,query_events
When is dinner,query_events
Schedule for today,query_events
What is happening next tuesday,query_events
What's my agenda for today?,query_events
I don't remember when I am scheduled to meet with Gary,query_events
How many doctor appointments do I have this month?,query_events
How much time do I have between my first and second class tomorrow?,query_events
when is the next bill due,query_events
When do I have class?,query_events
how much free time do I have now?,query_events
How busy am I in the next week?,query_events
What is scheduled for today?,query_events
When is my next event,query_events
What's my schedule looking like tomorrow?,query_events
What meetings are tomorrow,query_events
Am I going to be at any meetings next week with Joe?,query_events
what are the times of my appointments,query_events
What are the events on my calendar for today?,query_events
What's the day like,query_events
When am I free this Friday?,query_events
Do I have anything scheduled tomorrow?,query_events
are there any conflicting events this week,query_events
Do I have any meeting conflicts?,query_events
When is grandma coming over for dinner?,query_events
Where is my meeting Wednesday night?,query_events
What do I have to do today?,query_events
What events do I have today?,query_events
What am I doing on the fifth?,query_events
Which days of the week am I free after 5PM?,query_events
Do I have time for a two hour dinner tomorrow?,query_events
When is the next time I am visiting home?,query_events
What time is my interview on October 24th?,query_events
How many items are in my list?,query_events
What did I miss?,query_events
What is my To Do List for today?,query_events
When is my meeting with the executives?,query_events
What do i have to do today,query_events
What is my schedule like today?,query_events
What time do I need to get up on sunday,query_events
When am I free on Friday?,query_events
Do I have any events today,query_events
What does my schedule look like today,query_events
Where's the thing on Sunday,query_events
Do I have events that conflict any time tomorrow?,query_events
Are there any deadlines coming up?,query_events
What do I have planned for today?,query_events
Tell me my schedule for tomorrow,query_events
How many exams do I have this week?,query_events
Do I have anything scheduled for the afternoon?,query_events
Can you tell me whats going on today,query_events
Do I work after 1pm this week?,query_events
Do I have any meetings with kelsey next week,query_events
Who do I meet,query_events
Do I have at least an hour of free time on Saturday?,query_events
How long is the meeting tomorrow?,query_events
Do I have time to schedule a meeting on Wednesday 4PM?,query_events
When can I schedule a two hour event?,query_events
When am I scheduled to meet my boss?,query_events
What is the plan for today?,query_events
What is my first event,query_events
what time is r20 rehearsal,query_events
Tell me my schedule for Thursday,query_events
How many tests do I have for the next two weeks?,query_events
Anything important this week?,query_events
Do I have any plans?,query_events
Do I have free time this weekend?,query_events
Am I free after 2 tomorrow?,query_events
What time is my meeting with Grace?,query_events
Where do I need to be tomorrow?,query_events
What times do I have free during the morning/afternoon/evening?,query_events
Is 5pm Wednesday free?,query_events
What is the location for this event,query_events
Is there anything this week,query_events
When does the seminar start,query_events
What am I doing next Tuesday at 7pm?,query_events
Whats tests do i have,query_events
Do I have a robotics meeting this week?,query_events
When is my next appointment with docor?,query_events
When do I need to be at the bank?,query_events
When is my next meeting?,query_events
What am I doing at 10 pm on Sunday?,query_events
What do I have to do this week?,query_events
Are there any important meetings?,query_events
When will I study for math?,query_events
Am I busy in the evening?,query_events
What is due today,query_events
What events do I have in 3 days?,query_events
What times am I free today?,query_events
Where is my meeting at?,query_events
Am I busy at 3 tomorrow?,query_events
where is that event?,query_events
what time is my meeting with Jane?,query_events
when do i have free time?,query_events
what is the next thing on the agenda,query_events
Am I available on November 13th?,query_events
how long is that thingy today?,query_events
Who was I supposed to call right now?,query_events
what homework do i have due tomorrow?,query_events
When do I meet Juno?,query_events
Is there anything on saturday,query_events
How does my day look at this time,query_events
"So, what's the plan for today?",query_events
what all day events do I have this week?,query_events
Did I have anything planned for today?,query_events
What am I doing on Thursday?,query_events
When is my next doctors appointment?,query_events
What time is my yoga class?,query_events
what am i doing at 5,query_events
What is my schedule today?,query_events
Do I have anything scheduled for tomorrow?,query_events
What is the next event I have scheduled?,query_events
do i have anything to do at 7am on friday,query_events
Am I free on Monday at 2pm?,query_events
What do I have to do today?,query_events
What's my next event?,query_events
Do I have anything at 3 pm Tuesday?,query_events
When do I have free time today,query_events
When is Anna's Birthday?,query_events
What time is my haircut appointment?,query_events
what events do I have this week?,query_events
Do I have any appointments or due dates for today?,query_events
Am I free at 2:00pm Wednesday?,query_events
Am I free at 11am,query_events
Tell me when I am free today.,query_events
Who is my meeting with tomorrow at 5?,query_events
What's going on tomorrow?,query_events
What am I learning today?,query_events
What is due today?,query_events
What is my schedule like for the rest of this week?,query_events
Is the meeting at 3 o'clock tomorrow?,query_events
How does my day look?,query_events
Today's Schedule,query_events
Do I have any appointments today?,query_events
when is my next appointment?,query_events
What time does class start tomorrow?,query_events
What is the best day to take off in the next three weeks?,query_events
What's next?,query_events
am i busy next wednesday evening?,query_events
When am I supposed to meet Juno?,query_events
Do I have any meetings today,query_events
What day am I having dinner with Lauren?,query_events
How many more days until my Capstone showcase?,query_events
When did I last get my oil changed?,query_events
When am I meeting Carl?,query_events
What's on my calender for 9/22?,query_events
Am I scheduled to have 3 or 4 beers tomorrow night?,query_events
Do I have any meetings this week?,query_events
When do I pick up the Ducati?,query_events
When is my capstone proposal due?,query_events
what am i doing next thursday,query_events
Tell me who I'm meeting with on Wednesday.,query_events
What time is my dr appointment,query_events
Do I have a meeting with Scott this week?,query_events
Do I have any meetings today?,query_events
How long is my first meeting scheduled for?,query_events
Is April 20th free for me?,query_events
When was my meeting tomorrow?,query_events
When is dinner with Jenny this week?,query_events
Which day is best for gym?,query_events
what time is my walk with lisa?,query_events
When is my dentist appointment?,query_events
How many meetings are on my schedule for tomorrow?,query_events
When is my flight home for Thanksgiving?,query_events
What time am I supposed to call mom?,query_events
Do I need to do anything before improv today,query_events
Am I busy on Thursday around noon?,query_events
where is the coffee meeting on tuesday?,query_events
Am I available from 3 to 4 today?,query_events
Who do I have an appointment with at 10?,query_events
What am I doing on Friday?,query_events
What do I need to do at 2,query_events
What's my schedule for today?,query_events
Am I free this Saturday morning?,query_events
Any meetings next week?,query_events
What do I have now,query_events
What time do I have to be at the bus station?,query_events
How many meetings do I have today?,query_events
When's my next exam?,query_events
who do i have to call today,query_events
Am I clear to go out tomorrow?,query_events
Give me my schedule of this week.,query_events
When do I have lunch today?,query_events
When is my next event?,query_events
Are we busy tomorrow?,query_events
When is my doctor's appointment?,query_events
When is my appointment with my doctor,query_events
What's happening tomorrow?,query_events
"Can you switch tomorrow's 6 PM meeting for ""a party""?",query_events
How much free time do i have tomorrow?,query_events
Do I have CS tutoring help anytime for the rest of the schoolweek,query_events
Is there a robotics meeting tomorrow?,query_events
What do I have going on today,query_events
What's my month like?,query_events
When was my last haircut appt?,query_events
What do I have scheduled for tomorrow,query_events
When are my friends coming over,query_events
What time is my meeting with my boss,query_events
What is happening tomorrow?,query_events
When does my event end on Friday?,query_events
What time is the baseball game again?,query_events
What time do I have to finish work?,query_events
How long is my break between work and school,query_events
Do I have 2 hours free Monday for a call?,query_events
What time is my deadline for my paper?,query_events
did I schedule to meet with john this week?,query_events
What events do I have tomorrow?,query_events
What room should I go to for the 2pm meeting today?,query_events
Do I have any due dates soon?,query_events
Can you tell me what time is my dentist appointment next week?,query_events
how much free time do I have today?,query_events
What do I have to do today?,query_events
Is 3oclock saturday free?,query_events
What do I have scheduled for tomorrow?,query_events
Anything this week,query_events
When do I have study group,query_events
Where is my meeting at 5pm tomorrow?,query_events
Can you tell me what meetings I have coming up after 1pm?,query_events
What time is frisbee practice tonight?,query_events
what am I doing this weekend,query_events
How many meetings are today?,query_events
what is the largest block of free time I have today?,query_events
Do I have something next tuesday?,query_events
How long do I have before my mom's birthday?,query_events
Do I have lecture this week,query_events
Will I have time for a 10 minute appointment this Friday?,query_events
When is my interview,query_events
When is my next morning meeting in Manhattan?,query_events
When is my lunch?,query_events
When am I visiting mom?,query_events
Do i have anything scheduled for monday july 4th,query_events
How does my schedule look like this Friday?,query_events
When is my next math class scheduled?,query_events
what's my earliest event tomorrow,query_events
What is my agenda for tomorrow?,query_events
When am I free?,query_events
What do I have tomorrow afternoon?,query_events
When is the team meeting?,query_events
List meetings for this month,query_events
Am I free on the 19th?,query_events
When is my next meeting with John?,query_events
How many hours did I work in total this month?,query_events
Do I have any events planned for next week?,query_events
Can you please confirm the SLT meeting.,query_events
What's the closest event?,query_events
Did I finish everything?,query_events
What do I have to do by 8 o'clock today,query_events
When am i meeting for thr boss?,query_events
Remind me what my schedule is like the day after tomorrow,query_events
How many projects are due next week,query_events
What time is my haircut?,query_events
What time do I have a visit with mom,query_events
What do I have after 7,query_events
what am I doing today?,query_events
When are my meetings for training and research for this upcoming week?,query_events
Am I forgetting something?,query_events
What is going on this week?,query_events
What do I have to do next Monday?,query_events
When is my flight?,query_events
Are there any major deadlines for next week?,query_events
Whens the event today,query_events
Who was I supposed to call?,query_events
What meetings do I have for generate this week,query_events
What am I doing,query_events
What's schedule at 4pm on Saturday?,query_events
When does the movie start?,query_events
What do I have planned for tomorrow?,query_events
Best available dinner date time?,query_events
What is the next thing I have to do?,query_events
When is the due date for my project?,query_events
What times do I have free on Friday.,query_events
When is the best time to have lunch,query_events
whats due on friday,query_events
When is my midterm for CS 221?,query_events
How many meetings did I attend last month?,query_events
What do I need to keep track of this month?,query_events
What is there to do this week?,query_events
What is my schedule like today?,query_events
What do I have planned for today?,query_events
When do I meet with the senior team?,query_events
What is planned for tonight?,query_events
When is the high school hangout?,query_events
When do I have work on Thursday?,query_events
How can I get to this meeting,query_events
Where will I be going this week,query_events
What do I have tomorrow,query_events
What does my schedule look like today?,query_events
What am i doing tomorrow,query_events
When is the college fair at Javits?,query_events
When was the last time I visited my parents?,query_events
What time am I free on Friday?,query_events
Do I have somewhere to be at 7PM tomorrow?,query_events
What is going on today?,query_events
What homework is due tomorrow?,query_events
When do I plan to start studying for math?,query_events
"Where is my meeting on Friday, January 13th?",query_events
Who's birthday is next week,query_events
Remind me when I have to go get groceries,query_events
Do I have any appointments tomorrow?,query_events
How long until this event?,query_events
When do I have free time next week?,query_events
tell me my agenda for today,query_events
Where is my meeting held tomorrow?,query_events
tell me my agenda for saturday,query_events
when is the next event i have to go to,query_events
What do I have scheduled this weekend?,query_events
when does my exam end?,query_events
Why do I feel like tomorrow's an important day?,query_events
how many hours do i have in between class and volunteering today?,query_events
When's Nelly's funeral?,query_events
am I free Friday evening,query_events
Am I free on Tuesday?,query_events
How is this week looking?,query_events
when is this assignment due?,query_events
Where is the best place to order food?,query_events
Do I have anything to do on Wednesday?,query_events
What time is my meeting today?,query_events
Do I have any free time between my conference and walking my dog?,query_events
when am i going back to visit parents,query_events
What is going on tomorrow?,query_events
What my first meeting today?,query_events
Is there space in my schedule for a two hour event?,query_events
do i have any free time during the afternoon tomorrow,query_events
When do I have the meeting with calculus professor?,query_events
Can you delete some events for me?,query_events
Find me a free slot tomorrow from 7am to 9pm,query_events
What do I have at 9 am today?,query_events
What do I have to do today,query_events
Do I have anything going on this coming Saturday?,query_events
What do I have scheduled for today?,query_events
Do I have anything scheduled Monday at 3pm?,query_events
What birthdays are coming up soon?,query_events
What time does my interview start on Tuesday?,query_events
When is Joanne's wedding,query_events
Is there anything scheduled after 4 tomorrow?,query_events
Where is the recital tomorrow?,query_events
How does my schedule look for this week?,query_events
How busy is Tuesday next week?,query_events
Do I have to pay rent today?,query_events
When did I have to finish that report by?,query_events
What do I have to do?,query_events
When was the thing with Bob?,query_events
What are my appointments next Tuesday?,query_events
do i have plans next tuesday?,query_events
How much time until my next appointment?,query_events
What time is my appointment with mom today?,query_events
when do i have yoga this week,query_events
How many events do I have today?,query_events
Who am I meeting with this afternoon,query_events
What's my schedule like for the day?,query_events
What's for lunch tomorrow?,query_events
Do I have any evening plans this week?,query_events
Is there anything at 1 pm tomorrow?,query_events
What's on my calender for August 22nd?,query_events
How many hours until I call Aaron again?,query_events
When is my next appointment?,query_events
What's the sketch for next Thursday?,query_events
What's on the schedule for tomorrow?,query_events
Did I schedule my doctors appointment?,query_events
Can we postpone this meeting?,query_events
what dates are my Jamaica trip,query_events
Where will I be on Thursday the 24th?,query_events
What day is my meeting with Joe,query_events
How many meetings do I have tomorrow?,query_events
Can I get lunch tomorrow?,query_events
When am i free for at least an hour today?,query_events
When is my date with Suzy?,query_events
Where do I have to be tomorrow at ten?,query_events
When am I getting groceries this week?,query_events
What is scheduled for kids this week?,query_events
when is the instructor meeting this week?,query_events
What does my schedule look like today?,query_events
Do I have any conflicts with a 2:00pm meeting on Tuesday?,query_events
How many times have i done my morning workout this week?,query_events
Do I have plans tomorrow afternoon?,query_events
Am I free this afternoon,query_events
When's my Mom's birthday?,query_events
When is my next meeting?,query_events
When is the next organizer meeting?,query_events
Can I go to dinner with Michelle tomorrow?,query_events
What are my plans next week?,query_events
How many more of this event do I have?,query_events
How much time do I have until my next obligation?,query_events
Any dinner plans next week?,query_events
Where should I be right now,query_events
How long is my afternoon classes on Thursday?,query_events
Am I free from 2pm - 4pm?,query_events
Do I have anything Tuesday?,query_events
what time is this event at,query_events
what are my events for today?,query_events
Do I have to meet anyone this week?,query_events
What event is happening soon?,query_events
How many events do I have this week?,query_events
What is my afternoon looking like?,query_events
Am I busy tomorrow?,query_events
When does my concert today start,query_events
"I have to meet Joe for lunch, right?",query_events
Tell me my purple label events this week,query_events
Do i have enough time to also get dinner at 9:30?,query_events
Do I have any 2 hour time slot of free time today?,query_events
Which day is my CS I exam,query_events
How often did I practice ballroom last week?,query_events
Where is my event located,query_events
When do I have class?,query_events
What days are free between 2-4pm?,query_events
Do you know what I have to do tomorrow,query_events
Whens my friends birthday,query_events
When am I meeting Willie,query_events
What day am I visiting Juno?,query_events
What is my schedule for today?,query_events
When is my calc midterm,query_events
What do I have to do this week?,query_events
What time does the conference end,query_events
What things do I have scheduled this weekend?,query_events
What is my schedule like today?,query_events
what do i have going on today?,query_events
Do I have things after dinner?,query_events
Do I have anything scheduled after 6pm today?,query_events
are my lunches free this week?,query_events
Do I have a promotion event this week?,query_events
when should I sleep?,query_events
When am I free this week?,query_events
What time is my interview tomorrow,query_events
List all my phone interviews's I have scheduled for tomorrow,query_events
What is next,query_events
When is my math final,query_events
When's Uncle Larry's birthday party?,query_events
Do I have any free time before noon tomorrow?,query_events
Tell me the next time I have to call my boss,query_events
How many more sessions of Biology do I have left this semester as of today?,query_events
what does next months weekends look like,query_events
Can you see if I have time next Monday for an appointment with my doctor?,query_events
how much time do I have for lunch?,query_events
How does my schedule look for the 13th?,query_events
When is my anniversary?,query_events
Is there anything scheduled from 12 till 5 tomorrow,query_events
When am I going to the movies with Crystal?,query_events
Do I have another meeting at 11 on Friday,query_events
What days will I be ending in the Bronx?,query_events
Is it a business lunch and with whom.,query_events
At what time am I visiting mom,query_events
When will i be busy today,query_events
When is the proposal due?,query_events
What is my agenda for tomorrow?,query_events
"how many events do i have tomorrow, and what are they",query_events
When am I free at 2 PM this week?,query_events
Am I busy at 3,query_events
Did we have a meeting last Wednesday?,query_events
Who am I meeting with tomorrow?,query_events
When am I free tomorrow?,query_events
What am I doing tomorrow?,query_events
When is my next break today?,query_events
How long do I have to complete this paper before I have to do something?,query_events
What day am I free from 4 to 7pm?,query_events
When is my doctor's appointment tomorrow,query_events
Let's check the agenda,query_events
What events occur at 3 pm,query_events
Am I forgetting anything?,query_events
Remind me the time and place for my meeting tomorrow?,query_events
How long is the meeting on 11/11 with the boss?,query_events
Tell me my schedule for today,query_events
When is the next time I have off,query_events
How long is rehearsal?,query_events
What am I doing tomorrow,query_events
How busy am I next Sunday,query_events
When am I meeting with my study group this evening?,query_events
Do I have homework due this week?,query_events
Do I have anything tomorrow at 2PM?,query_events
What do I have to do next week?,query_events
What time does my study group meet today?,query_events
How does my day look?,query_events
Yo what do i have today,query_events
What do I have to do today?,query_events
When are my classes today,query_events
What's my sched,query_events
What is left for today?,query_events
What do I have to do today?,query_events
What am I doing tomorrow?,query_events
Until when is the meeting going to be held?,query_events
Where is my next event?,query_events
How many appointments do I have today?,query_events
Do I have any scheduling conflicts?,query_events
When am i most busy,query_events
when is the field trip to the met,query_events
Where is Kyle's Little League game this weekend?,query_events
What place did I visit the most last month?,query_events
When is my schedule filled for the upcoming days?,query_events
When are my meetings?,query_events
How busy am I today?,query_events
When do I have work this week?,query_events
What date is the thesis project due?,query_events
When do I have time to schedule an appointment?,query_events
When is the next volleyball game?,query_events
What is my schedule from 4 to 7pm tomorrow?,query_events
Do I have a midterm in the next 30 minutes,query_events
Where do I need to be tomorrow,query_events
What does my schedule look like this week?,query_events
What do i have today,query_events
What time do I have to meet Henry tomorrow?,query_events
What time is today's interview?,query_events
What is my schedule today?,query_events
Tell me what I'm doing for the next hour.,query_events
When is the meeting today?,query_events
Can I make an appointment at 3pm tomorrow?,query_events
When do I have free time on Saturday?,query_events
Bring up all of my tests for the next month,query_events
Do I need to buy that book today?,query_events
Am I free at 9 tonight?,query_events
What time do I need to go to the event?,query_events
Am I forgetting something?,query_events
when is the next time doctors appt is happening,query_events
When does the meeting end tomorrow,query_events
what events happened yesterday?,query_events
how much time do i have until the next event,query_events
What do I have scheduled on this day?,query_events
show me on a map where the meeting is,query_events
Tell me what I'm buying today!,query_events
when is the next homework due?,query_events
What's the address of the Party?,query_events
What time is this due,query_events
When is my meeting with my boss,query_events
When is my Uforia class again?,query_events
what is my schedule for today?,query_events
What's my schedule look like at 2 pm on Saturday?,query_events
How many meetings do I have this week?,query_events
Are there any holidays or special events coming up soon?,query_events
what time am i visiting my parents,query_events
What is the agenda for friday?,query_events
Do I have anything between 9 am and 12?,query_events
Is there time to move my meeting on Monday to sometime else this week?,query_events
What things do i have coming up this weekend,query_events
Check my schedule on Monday,query_events
What time was the Spirited away screening?,query_events
What do I have to do in three hours?,query_events
What is my schedule today?,query_events
"Between 9am and 10pm, what will I be doing",query_events
What time is the event this coming saturday?,query_events
Do I have anything scheduled after 5pm today?,query_events
When do I have to send that letter?,query_events
Is there anything I'm supposed to do today?,query_events
Do I have anything scheduled today?,query_events
Where do I have to go today,query_events
When do I have to go to volleyball practice?,query_events
What was the name of the restaurant where I had lunch yesterday?,query_events
What's up in two hours?,query_events
When do I leave the house?,query_events
When is Fall Break?,query_events
How many events are scheduled for next month?,query_events
What do I have on Friday at 4pm?,query_events
What now?,query_events
How many days do I have free next week during the afternoon?,query_events
When is my doctors appointment?,query_events
when is my next haircut?,query_events
Do I already have plans for lunch on Tuesday?,query_events
Please pull up directions for my next appointment on my phone.,query_events
When am I free tomorrow?,query_events
what are the details of my first appointment tomorrow,query_events
What should my plan of action be today?,query_events
Who is attending my afternoon meetings,query_events
Do I have any plans for Saturday?,query_events
Where is my meeting at 12?,query_events
What are my meetings today?,query_events
When can I go running this evening?,query_events
When is my budget meeting with accounting?,query_events
When is my next free day?,query_events
What is happening from noon to 1 tomorrow?,query_events
When is the next Cowboys game?,query_events
What time is my dinner tonight?,query_events
when is my anniversary,query_events
How many meetings have I had with Pearson this month?,query_events
What afternoon am I free to meet with Jane,query_events
Is my aniversary next week?,query_events
Do I have to be anywhere this evening?,query_events
Which day is the most free this week?,query_events
When did I schedule to go to the gym?,query_events
What's my schedule look like on Friday?,query_events
Where did Tom and I have lunch last week?,query_events
Where is soccer practice today?,query_events
what time does the HTML5 meetup begin?,query_events
When do I have free time today?,query_events
What time is my presentation today?,query_events
What is on the docket for the day infobot?,query_events
What time is my next thing?,query_events
When is my next free evening,query_events
When am I supposed to go over the contract with John Ryder?,query_events
how many times did I do yoga this year?,query_events
When is a good time to have a 15 minute meeting with Brooks and Valerie?,query_events
When is my flight to San Francisco?,query_events
When is my car going in for maintenance?,query_events
How often do I see my chiropractor?,query_events
How long does this event usually take,query_events
When should I leave for my next obligation?,query_events
What time will I be home on Saturday?,query_events
What's on the calendar for tomorrow?,query_events
When am I free tomorrow,query_events
When is Mom coming home from work?,query_events
Who am I meeting with today at 6pm?,query_events
How early should I wake up tomorrow?,query_events
what did i do last week,query_events
I don't have anything planned two Sunday's from now？,query_events
Tell me the meetings scheduled this week,query_events
When is my next meeting with my group?,query_events
Where is my next event?,query_events
Please check my plans for tonight?,query_events
What's today's schedule?,query_events
When am i free for a 5 hour appointment,query_events
When is my doctors appointment?,query_events
What time do I have my meeting on Saturday?,query_events
Do I have plans for lunch today?,query_events
Give me the days when I have personal projects planned,query_events
Did I schedule an appointment with my optometrist?,query_events
Tell me the details of my 5 oclock meeting.,query_events
What time am I busy today?,query_events
Where should I go for lunch meeting?,query_events
When am I meeting Tyler tomorrow,query_events
When is my assignment due,query_events
How much free time do I have today?,query_events
What time am I visiting Juno?,query_events
Where do I need to go for this event?,query_events
What do I have to do tomorrow,query_events
What day is the event?,query_events
How long is the event,query_events
When is my team meeting this week?,query_events
When am I free this week?,query_events
What do I have planned today?,query_events
What's the next thing I have scheduled today?,query_events
Can I fit brunch with Dr. Morales in either thursday or friday this week?,query_events
When is the next national holiday?,query_events
earliest event tomorrow,query_events
Can you change my meeting tomorrow to Thursday?,query_events
Do I have free time on Wednesday?,query_events
5:45 pm tomorrow,query_events
What do I have to finish,query_events
how is the weather for today's game,query_events
Do I have anything coming up in the next 3 days?,query_events
Am I busy at 5pm tomorrow?,query_events
will i have time for an event next weekend,query_events
Do I have anything scheduled next week Wednesday?,query_events
what times do I have room for a 1hr appointment?,query_events
Can I plan something for next Wednsday?,query_events
When is my next available free time slot?,query_events
Will I be busy on November 5th,query_events
What day is my interview next month?,query_events
What's the last meeting I have today,query_events
When is Martina's Birthday?,query_events
Do i have any social engagements for tonight?,query_events
When is my next scheduled event?,query_events
Whats my day like,query_events
What do I have scheduled today?,query_events
When do I have free time tomorrow?,query_events
when's my next midterm for 15-150,query_events
When is my next doctor's appointment?,query_events
How much time until presentation?,query_events
How many times have I scheduled meetings on Wednesday last month?,query_events
Who is coming to my meeting tomorrow?,query_events
When does my day end?,query_events
When is my meeting next week?,query_events
Which day am I most free next week during work hours?,query_events
When is my next payday?,query_events
tell me my schedule this week,query_events
When is my friend Jessica's birthday?,query_events
Bring my monthly agenda,query_events
How alarmed should I be for pchem homework's due date,query_events
Any birthdays coming up?,query_events
Can I leave the office by 4 today or do I have a meeting,query_events
Who am i meeting today,query_events
Am I free on 3/4 at 2pm?,query_events
Do I have a doctor's meeting soon,query_events
Do I have anything at 2:30 today?,query_events
Do I have anything to do today?,query_events
Do I have space on friday,query_events
What's the overview of this week?,query_events
when do I need to make it to this meeting for school?,query_events
How busy am I today?,query_events
When am I done for the day?,query_events
What does my schedule look like for Friday?,query_events
When do I have a free hour?,query_events
When am I having the marketing meeting today?,query_events
Whats on the agenda,query_events
What time is work today?,query_events
When is my interview for apple,query_events
What is my agenda,query_events
How much longer before I can do the next event?,query_events
Am I free today?,query_events
What time do I have to clean the house?,query_events
Where is Tuesday's marketing meeting?,query_events
What time does my next event start and end?,query_events
What day would be best to schedule a meeting?,query_events
Am I free at 8 pm tomorrow?,query_events
What do i have to do tomorrow morning,query_events
when does thanksgiving break start,query_events
How long is the info session tomorrow?,query_events
How many days are left until June 28?,query_events
When am I free?,query_events
Am I forgetting something?,query_events
When is Kim's birthday party?,query_events
Do I have any meetings scheduled this week?,query_events
Where is the lunch for tomorrow?,query_events
What does my day look like for tomorrow?,query_events
When does Fluids start and end today?,query_events
How long is work today?,query_events
Where have I gone today,query_events
Do I have anything on Thursday,query_events
When is the team meeting this week?,query_events
Tell me about this week,query_events
Where is the meeting tomorrow being held?,query_events
How many hours until my meeting?,query_events
Where am I going next?,query_events
What time am I going to my friend's?,query_events
What is my schedule on March 11th?,query_events
Do I have events this Wednesday?,query_events
What are any fun events happening this week?,query_events
What are my events tomorrow?,query_events
Are there any appointments on Sunday?,query_events
What appointments do I have this week,query_events
How many sandwiches do I need to pick up for the dinner?,query_events
What times can I go to the gym?,query_events
Give me details for tonight's dinner,query_events
What's going on around Christmas?,query_events
when is the last event of the day,query_events
tell my schedule for next week,query_events
where did the brunch yesterday take place?,query_events
list the things i have to do today,query_events
Do I have any meetings this week?,query_events
give me directions,query_events
When does yoga start?,query_events
when are Professor Nagase's office hours?,query_events
When do I return my books?,query_events
Where is the meeting,query_events
Tell me my schedule for the day,query_events
What time are my mentorship calls?,query_events
do i have anything schedule at 2-5pm next thursday,query_events
Am I busy on Monday?,query_events
Do I have any events involving joe today?,query_events
When is my doctor's appointment?,query_events
what am i doing tomorrow?,query_events
When is my meeting with my parents?,query_events
Am I free this afternoon?,query_events
Do I have anything to do on Saturday?,query_events
how many business lunches do i have this week?,query_events
What do I have on Monday?,query_events
Who am i meeting with tomorrow afternoon?,query_events
What day am i the most free?,query_events
When is RUF?,query_events
What am I doing today,query_events
Where is the event this coming saturday?,query_events
What is my schedule like tomorrow?,query_events
What day of the week is the party?,query_events
Am I forgetting something to do?,query_events
Is my meeting with Ms. Brown tomorrow?,query_events
What time is the first thing tomorrow,query_events
Tell me when I have meetings/events today.,query_events
How far is my next appointment?,query_events
When is my next event?,query_events
When do I relax?,query_events
What is happening on Monday?,query_events
What do I have planned on October 13?,query_events
What do I need to get done today?,query_events
Is there something I'm forgetting?,query_events
Where is my meeting today?,query_events
when is my next available 3 hour block of time during business hours?,query_events
Am I free at 3 on Friday?,query_events
How long is the meeting with Jarrod on Wednesday?,query_events
how long will it take to get to my first appointment tomorrow,query_events
How long do I have to study if I start now?,query_events
What is my schedule like next week,query_events
How many marketing meetings do I have left?,query_events
How many minutes until my next meeting?,query_events
What's your favorite day of the week?,query_events
How many meetings do I have on Friday?,query_events
Am I free next Monday at 5?,query_events
What time is my meeting tomorrow?,query_events
When is my next lunch with Ioe?,query_events
What was the date my job interview happened?,query_events
What is my agenda for today?,query_events
Can we add in one more thing in the agenda?,query_events
Where is my next meeting?,query_events
Where is my 5 o clock meeting,query_events
When is my daughters birthday again?,query_events
What am I scheduled for tomorrow morning?,query_events
How long before my next meeting?,query_events
What is my day like today?,query_events
Is my weekend clear?,query_events
What calls do I have today?,query_events
When does registration begin for basketball?,query_events
when am i free this weekend?,query_events
When are my meetings over today?,query_events
Outline my meetings for the week.,query_events
"Info bot, please tell me what i am doing with my life today? Thanks!",query_events
How much time until my next meeting?,query_events
When can I take a nap,query_events
Am I free to have dinner with Rachel this Friday?,query_events
how many hours have I wasted in meetings this month?,query_events
What is my biggest block of free time today?,query_events
When am I free for lunch next week?,query_events
When do I have time for a two hour long appointment this week?,query_events
When is my mom's flight tomorrow?,query_events
how long til vacation,query_events
Am I busy tomorrow?,query_events
When is the best time to go for cannoli's without interrupting my schedule this Saturday?,query_events
Will I have time this Friday?,query_events
When are the programming projects due?,query_events
When is IT coming in?,query_events
Is there a meeting in the next three hours?,query_events
When was our last event?,query_events
Is the next event on Sunday?,query_events
Which day is the least busiest for me?,query_events
Do I have anything going on on the 22nd?,query_events
Do I have any free days this week?,query_events
Do I really have to get up right now?,query_events
What time does Mom's flight land?,query_events
What's my busiest day this week?,query_events
When am I free on Tuesday?,query_events
